2015-08-02 08:02:58,772 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6b02b23d: startup date [Sun Aug 02 08:02:58 PDT 2015]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2015-08-02 10:03:58,647 | INFO  | Listening for connections at: ssl://localhost:61617?transport.enabledCipherSuites=SSL_RSA_WITH_RC4_128_MD5,SSL_RSA_WITH_RC4_128_SHA,SSL_DHE_RSA_WITH_3DES_EDE_CBC_SHA | org.apache.activemq.transport.TransportServerThreadSupport | main
2015-08-02 10:03:58,647 | INFO  | Connector ssl started | org.apache.activemq.broker.TransportConnector | main
2015-08-02 10:03:58,649 | INFO  | Listening for connections at: tcp://Vinods-MacBook-Pro.local:61616?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2015-08-02 10:03:58,649 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2015-08-02 10:03:58,652 | INFO  | Listening for connections at: amqp://Vinods-MacBook-Pro.local:5672?maximumConnections=1000&wireformat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2015-08-02 10:03:58,652 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2015-08-02 10:03:58,653 | INFO  | Apache ActiveMQ 5.11.1 (localhost, ID:Vinods-MacBook-Pro.local-59376-1438535038344-0:1) started | org.apache.activemq.broker.BrokerService | main
2015-08-02 10:03:58,653 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2015-08-02 10:03:59,080 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2015-08-02 10:03:59,129 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2015-08-02 10:03:59,332 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2015-08-02 10:04:43,251 | WARN  | Transport Connection to: tcp://127.0.0.1:59397 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59397
2015-08-02 10:10:32,814 | WARN  | Transport Connection to: tcp://127.0.0.1:59470 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59470
2015-08-02 10:26:34,721 | WARN  | Transport Connection to: tcp://127.0.0.1:59657 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59657
2015-08-02 13:09:31,864 | WARN  | Transport Connection to: tcp://127.0.0.1:59956 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59956
2015-08-02 13:09:31,865 | WARN  | Transport Connection to: tcp://127.0.0.1:59953 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59953
2015-08-02 13:09:31,864 | WARN  | Transport Connection to: tcp://127.0.0.1:59955 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59955
2015-08-02 13:09:31,864 | WARN  | Transport Connection to: tcp://127.0.0.1:59954 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59954
2015-08-02 13:09:31,864 | WARN  | Transport Connection to: tcp://127.0.0.1:59952 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: ssl:///127.0.0.1:59952
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63085 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63085@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63089 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63089@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63087 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63087@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63081 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63081@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63088 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63088@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63077 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63077@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63075 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63075@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63070 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63070@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63065 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63065@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63058 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63058@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63052 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63052@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63082 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63082@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63086 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63086@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63083 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63083@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63063 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63063@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63084 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63084@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63091 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63091@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63066 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63066@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63090 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63090@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63045 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63045@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63044 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63044@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63046 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63046@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63048 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63048@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63049 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63049@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63047 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63047@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63050 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63050@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63051 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63051@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63053 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63053@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63054 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63054@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63055 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63055@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63056 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63056@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63057 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63057@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63059 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63059@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63061 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63061@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63060 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63060@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63062 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63062@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63064 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63064@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63067 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63067@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63068 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63068@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63069 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63069@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63071 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63071@61616
2015-08-02 13:13:45,475 | WARN  | Transport Connection to: tcp://127.0.0.1:63093 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63093@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63072 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63072@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63092 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63092@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63073 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63073@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63074 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63074@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63076 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63076@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63078 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63078@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63079 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63079@61616
2015-08-02 13:13:45,474 | WARN  | Transport Connection to: tcp://127.0.0.1:63080 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63080@61616
2015-08-02 13:19:18,569 | WARN  | Transport Connection to: tcp://127.0.0.1:63181 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63181@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63180 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63180@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63177 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63177@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63176 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63176@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63174 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63174@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63171 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63171@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63169 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63169@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63167 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63167@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63164 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63164@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63160 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63160@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63157 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63157@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63155 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63155@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63151 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63151@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63147 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63147@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63179 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63179@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63140 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63140@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63138 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63138@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63135 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63135@61616
2015-08-02 13:19:18,570 | WARN  | Transport Connection to: tcp://127.0.0.1:63178 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63178@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63132 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63132@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63133 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63133@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63134 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63134@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63136 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63136@61616
2015-08-02 13:19:18,571 | WARN  | Transport Connection to: tcp://127.0.0.1:63137 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:63137@61616
